Customer State,Review Score,Purchase Timestamp,Purchase Date,Monetary,Customer Segment,Marketing Action,Customer_ID,Order_ID,Product_ID,product_name,aisle,department,Product Category,latent_cluster
PR,5,2017-08-01 18:38:42,2017-08-01 00:00:00,472.06,Loyal Customers,Loyality programs;Cross Sell,33008,42252,8446,Utility Lighter,more household,household,more household,3.0
MG,5,2017-11-07 18:48:14,2017-11-07 00:00:00,285.7,Loyal Customers,Loyality programs;Cross Sell,3441,51167,9573,Baby Gold & White Corn,frozen produce,frozen,frozen produce,4.0
RS,1,2018-06-16 22:22:46,2018-06-16 00:00:00,344.62,Loyal Customers,Loyality programs;Cross Sell,11621,36901,1644,Perfumes,candy chocolate,snacks,Perfumes,2.0
SP,5,2017-11-27 11:33:43,2017-11-27 00:00:00,429.38,Loyal Customers,Loyality programs;Cross Sell,39071,89778,25736,Automatic Dishwasher Powder Citrus,dish detergents,household,dish detergents,0.0
SP,5,2017-09-02 23:15:38,2017-09-02 00:00:00,334.56,Loyal Customers,Loyality programs;Cross Sell,39603,45648,10362,Organic Crushed Tomatillos,canned jarred vegetables,canned goods,canned jarred vegetables,2.0
SP,5,2018-07-02 00:08:15,2018-07-02 00:00:00,334.56,Loyal Customers,Loyality programs;Cross Sell,39603,93675,17968,Gluten Free Lemon Goodness Cookies,cookies cakes,snacks,cookies cakes,2.0
RS,5,2018-04-17 14:03:55,2018-04-17 00:00:00,378.59,Loyal Customers,Loyality programs;Cross Sell,19371,54686,17968,Gluten Free Lemon Goodness Cookies,cookies cakes,snacks,cookies cakes,3.0
SP,4,2018-02-04 11:16:42,2018-02-04 00:00:00,327.47,Loyal Customers,Loyality programs;Cross Sell,25216,94435,12822,Pureed Baby Food Strawberries Carrots,baby food formula,babies,baby food formula,1.0
SP,5,2018-03-23 11:21:46,2018-03-23 00:00:00,247.94,Loyal Customers,Loyality programs;Cross Sell,36232,43228,12822,Pureed Baby Food Strawberries Carrots,baby food formula,babies,baby food formula,1.0
SP,5,2018-01-28 11:29:47,2018-01-28 00:00:00,292.19,Loyal Customers,Loyality programs;Cross Sell,21883,46889,12822,Pureed Baby Food Strawberries Carrots,baby food formula,babies,baby food formula,6.0
MG,3,2017-11-10 17:59:35,2017-11-10 00:00:00,346.37,Loyal Customers,Loyality programs;Cross Sell,27152,88522,12822,Pureed Baby Food Strawberries Carrots,baby food formula,babies,baby food formula,5.0
SP,5,2018-03-19 00:31:01,2018-03-19 00:00:00,210.92,Loyal Customers,Loyality programs;Cross Sell,5048,47306,12822,Pureed Baby Food Strawberries Carrots,baby food formula,babies,baby food formula,0.0
SC,5,2018-01-29 12:24:04,2018-01-29 00:00:00,257.36,Loyal Customers,Loyality programs;Cross Sell,31654,57014,12822,Pureed Baby Food Strawberries Carrots,baby food formula,babies,baby food formula,6.0
RJ,5,2017-07-03 20:29:51,2017-07-03 00:00:00,304.0,Loyal Customers,Loyality programs;Cross Sell,7113,26829,12822,Pureed Baby Food Strawberries Carrots,baby food formula,babies,baby food formula,6.0
RJ,4,2017-05-20 11:04:54,2017-05-20 00:00:00,278.62,Loyal Customers,Loyality programs;Cross Sell,16685,10855,12822,Pureed Baby Food Strawberries Carrots,baby food formula,babies,baby food formula,6.0
SP,5,2018-02-08 09:54:26,2018-02-08 00:00:00,218.5,Loyal Customers,Loyality programs;Cross Sell,27913,1801,12822,Pureed Baby Food Strawberries Carrots,baby food formula,babies,baby food formula,6.0
RS,5,2017-04-23 21:28:27,2017-04-23 00:00:00,447.04,Loyal Customers,Loyality programs;Cross Sell,10924,65989,22418,Imitation Crab Sticks,packaged seafood,meat seafood,packaged seafood,2.0
SP,5,2017-11-11 09:43:39,2017-11-11 00:00:00,237.26,Loyal Customers,Loyality programs;Cross Sell,34780,61046,28822,"Cake Pan & Lid, Half Sheet",baking supplies decor,pantry,baking supplies decor,2.0
SP,5,2018-08-18 11:46:20,2018-08-18 00:00:00,237.26,Loyal Customers,Loyality programs;Cross Sell,34780,62966,27938,Quinoa Mac And Mild Cheddar Cheese,ZenPop,dry goods pasta,ZenPop,2.0
SP,5,2018-03-09 02:12:03,2018-03-09 00:00:00,394.95000000000016,Loyal Customers,Loyality programs;Cross Sell,23004,83772,5665,Perfumes,candy chocolate,snacks,Perfumes,4.0
PE,1,2018-01-19 23:15:27,2018-01-19 00:00:00,208.15,Loyal Customers,Loyality programs;Cross Sell,34736,29806,11417,Organic Sweetened Creamy Cashewmilk,Candy Club,beverages,Candy Club,2.0
MG,5,2017-12-12 09:39:09,2017-12-12 00:00:00,211.73,Loyal Customers,Loyality programs;Cross Sell,3721,21629,11417,Organic Sweetened Creamy Cashewmilk,Candy Club,beverages,Candy Club,4.0
PE,5,2017-04-10 14:54:45,2017-04-10 00:00:00,208.15,Loyal Customers,Loyality programs;Cross Sell,34736,85839,15209,Citrus Electrolyte Tabs,cocoa drink mixes,beverages,cocoa drink mixes,2.0
GO,5,2018-02-05 10:43:50,2018-02-05 00:00:00,176.79999999999995,Loyal Customers,Loyality programs;Cross Sell,31420,24911,10770,Almond Chocolate Quinoa Cookie,cookies cakes,snacks,cookies cakes,2.0
SP,1,2018-01-31 23:06:27,2018-01-31 00:00:00,400.76,Loyal Customers,Loyality programs;Cross Sell,20400,37964,10770,Almond Chocolate Quinoa Cookie,cookies cakes,snacks,cookies cakes,2.0
RN,5,2018-06-04 11:52:25,2018-06-04 00:00:00,288.67,Loyal Customers,Loyality programs;Cross Sell,25709,70268,12870,Citrus Soda,soft drinks,beverages,soft drinks,2.0
SP,5,2018-03-07 17:42:06,2018-03-07 00:00:00,308.0900000000001,Loyal Customers,Loyality programs;Cross Sell,37754,70236,17281,Perfumes,candy chocolate,snacks,Perfumes,2.0
SP,5,2018-03-07 17:42:06,2018-03-07 00:00:00,308.0900000000001,Loyal Customers,Loyality programs;Cross Sell,37754,70236,11136,Organic Low Sodium Chicken Cooking Stock,soup broth bouillon,canned goods,soup broth bouillon,2.0
SP,5,2018-02-12 09:16:15,2018-02-12 00:00:00,308.0900000000001,Loyal Customers,Loyality programs;Cross Sell,37754,1744,30200,Aspen Flower Essence Anxiety Homeopathic Remedy,FitSnack,other,FitSnack,2.0
SP,5,2018-04-10 13:56:42,2018-04-10 00:00:00,308.0900000000001,Loyal Customers,Loyality programs;Cross Sell,37754,52144,19544,All Natural Virgin Limeade,Candy Club,beverages,Candy Club,2.0
SP,1,2018-06-02 22:04:51,2018-06-02 00:00:00,354.35,Loyal Customers,Loyality programs;Cross Sell,34422,49523,20380,Blueberry Oats and Quinoa Whole Grain Snack,baby food formula,babies,baby food formula,0.0
RJ,3,2017-12-08 10:17:38,2017-12-08 00:00:00,383.71,Loyal Customers,Loyality programs;Cross Sell,5168,93555,14741,"9\"" Pumpkin Pie",bakery desserts,bakery,bakery desserts,0.0
MG,5,2017-02-19 19:14:47,2017-02-19 00:00:00,424.99,Loyal Customers,Loyality programs;Cross Sell,32144,57587,14741,"9\"" Pumpkin Pie",bakery desserts,bakery,bakery desserts,0.0
RS,1,2017-12-14 00:06:50,2017-12-14 00:00:00,437.98,Loyal Customers,Loyality programs;Cross Sell,3628,14024,14741,"9\"" Pumpkin Pie",bakery desserts,bakery,bakery desserts,4.0
SP,2,2017-02-20 21:56:46,2017-02-20 00:00:00,232.76,Loyal Customers,Loyality programs;Cross Sell,17850,68632,16587,Onion Hamburger Buns,buns rolls,bakery,buns rolls,0.0
SP,4,2017-07-24 13:52:33,2017-07-24 00:00:00,199.35,Loyal Customers,Loyality programs;Cross Sell,9307,42565,16587,Onion Hamburger Buns,buns rolls,bakery,buns rolls,4.0
DF,3,2017-05-19 10:02:07,2017-05-19 00:00:00,347.21000000000015,Loyal Customers,Loyality programs;Cross Sell,6999,78037,16587,Onion Hamburger Buns,buns rolls,bakery,buns rolls,4.0
DF,2,2017-05-19 10:02:07,2017-05-19 00:00:00,347.21000000000015,Loyal Customers,Loyality programs;Cross Sell,6999,78037,16587,Onion Hamburger Buns,buns rolls,bakery,buns rolls,4.0
MG,2,2017-04-04 15:57:37,2017-04-04 00:00:00,237.86,Loyal Customers,Loyality programs;Cross Sell,29111,13120,24013,Premium Lemon Juice,frozen juice,frozen,frozen juice,0.0
SP,5,2017-11-24 15:06:59,2017-11-24 00:00:00,286.11,Loyal Customers,Loyality programs;Cross Sell,20522,24632,6158,Vegetarian Soup Mix,soup broth bouillon,canned goods,soup broth bouillon,2.0
SP,5,2017-11-29 11:50:30,2017-11-29 00:00:00,286.11,Loyal Customers,Loyality programs;Cross Sell,20522,84943,27519,Bresaola,lunch meat,deli,lunch meat,2.0
SP,2,2017-11-13 15:09:43,2017-11-13 00:00:00,296.72,Loyal Customers,Loyality programs;Cross Sell,20237,68339,27519,Bresaola,lunch meat,deli,lunch meat,2.0
RJ,4,2017-10-29 11:16:24,2017-10-29 00:00:00,253.54,Loyal Customers,Loyality programs;Cross Sell,18549,5674,27519,Bresaola,lunch meat,deli,lunch meat,3.0
SP,4,2017-10-06 08:42:02,2017-10-06 00:00:00,343.22,Loyal Customers,Loyality programs;Cross Sell,4949,77355,27519,Bresaola,lunch meat,deli,lunch meat,4.0
SP,4,2018-05-20 21:48:53,2018-05-20 00:00:00,130.14,Loyal Customers,Loyality programs;Cross Sell,38087,30760,1392,Medium Salsa Organica,fresh dips tapenades,deli,fresh dips tapenades,2.0
MS,4,2017-06-06 09:16:33,2017-06-06 00:00:00,420.64,Loyal Customers,Loyality programs;Cross Sell,1098,72999,2851,Rolled Fillets of Anchovies with Capers In Pure Olive Oil,canned meat seafood,canned goods,canned meat seafood,2.0
MG,5,2017-12-18 17:31:03,2017-12-18 00:00:00,343.06,Loyal Customers,Loyality programs;Cross Sell,25439,94561,2851,Rolled Fillets of Anchovies with Capers In Pure Olive Oil,canned meat seafood,canned goods,canned meat seafood,4.0
MG,5,2017-05-02 16:29:13,2017-05-02 00:00:00,369.07000000000005,Loyal Customers,Loyality programs;Cross Sell,27619,65390,2851,Rolled Fillets of Anchovies with Capers In Pure Olive Oil,canned meat seafood,canned goods,canned meat seafood,6.0
SP,1,2018-04-18 15:23:31,2018-04-18 00:00:00,409.53,Loyal Customers,Loyality programs;Cross Sell,22497,59596,17334,Apple Macbook,ice cream ice,frozen,Apple Macbook,6.0
SP,1,2018-03-07 17:07:06,2018-03-07 00:00:00,172.85,Loyal Customers,Loyality programs;Cross Sell,33217,94209,7690,Orzo,dry pasta,dry goods pasta,dry pasta,2.0
SP,5,2017-12-26 09:58:12,2017-12-26 00:00:00,172.85,Loyal Customers,Loyality programs;Cross Sell,33217,61665,16204,State Fair Nita's Bread & Butter Pickles,pickled goods olives,pantry,pickled goods olives,2.0
RJ,5,2017-04-05 11:04:33,2017-04-05 00:00:00,368.61,Loyal Customers,Loyality programs;Cross Sell,21801,88121,16204,State Fair Nita's Bread & Butter Pickles,pickled goods olives,pantry,pickled goods olives,4.0
SP,3,2016-10-04 22:15:11,2016-10-04 00:00:00,173.84,Loyal Customers,Loyality programs;Cross Sell,9628,79984,15829,Chicken Noodle O's Condensed Soup,soup broth bouillon,canned goods,soup broth bouillon,2.0
RJ,1,2017-06-25 13:11:03,2017-06-25 00:00:00,436.97,Loyal Customers,Loyality programs;Cross Sell,32134,60114,15829,Chicken Noodle O's Condensed Soup,soup broth bouillon,canned goods,soup broth bouillon,4.0
SP,5,2017-10-01 10:11:40,2017-10-01 00:00:00,173.84,Loyal Customers,Loyality programs;Cross Sell,9628,84082,26931,No Drip Sinus Pump Mist,KetoKrate,personal care,KetoKrate,2.0
MG,5,2017-01-14 14:20:01,2017-01-14 00:00:00,306.94,Loyal Customers,Loyality programs;Cross Sell,23329,1393,24309,Fresh Impact Toothpaste,oral hygiene,personal care,oral hygiene,0.0
PB,5,2017-05-01 22:43:15,2017-05-01 00:00:00,322.21,Loyal Customers,Loyality programs;Cross Sell,15552,75731,24309,Fresh Impact Toothpaste,oral hygiene,personal care,oral hygiene,3.0
SC,5,2017-04-19 22:38:55,2017-04-19 00:00:00,252.25,Loyal Customers,Loyality programs;Cross Sell,7209,94734,24309,Fresh Impact Toothpaste,oral hygiene,personal care,oral hygiene,1.0
SC,5,2018-04-25 09:13:43,2018-04-25 00:00:00,299.07,Loyal Customers,Loyality programs;Cross Sell,15163,1040,7373,Facial Moisturizing Lotion PM,facial care,personal care,facial care,2.0
SC,3,2017-10-26 22:11:45,2017-10-26 00:00:00,299.07,Loyal Customers,Loyality programs;Cross Sell,15163,33864,8789,Low Sodium Homestyle Chicken Noodle  Condensed Soup,soup broth bouillon,canned goods,soup broth bouillon,2.0
MG,1,2018-01-10 20:57:32,2018-01-10 00:00:00,205.95,Loyal Customers,Loyality programs;Cross Sell,24097,23659,1295,Ultra Assorted Fruit Antacid Tablets,digestion,personal care,digestion,2.0
SP,5,2018-06-18 16:41:15,2018-06-18 00:00:00,238.39,Loyal Customers,Loyality programs;Cross Sell,19036,35993,1295,Ultra Assorted Fruit Antacid Tablets,digestion,personal care,digestion,5.0
SP,5,2018-03-15 16:35:52,2018-03-15 00:00:00,269.80999999999995,Loyal Customers,Loyality programs;Cross Sell,32624,37356,1295,Ultra Assorted Fruit Antacid Tablets,digestion,personal care,digestion,3.0
SP,5,2018-03-15 13:11:21,2018-03-15 00:00:00,295.65,Loyal Customers,Loyality programs;Cross Sell,39809,73190,1295,Ultra Assorted Fruit Antacid Tablets,digestion,personal care,digestion,4.0
SP,5,2018-02-23 13:21:11,2018-02-23 00:00:00,387.43,Loyal Customers,Loyality programs;Cross Sell,20920,81923,11726,Sheer Touch Lotion Sunscreen SPF 30,body lotions soap,personal care,body lotions soap,4.0
RJ,5,2018-04-10 10:53:00,2018-04-10 00:00:00,194.99,Loyal Customers,Loyality programs;Cross Sell,25227,47412,10982,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,2.0
RJ,1,2018-02-05 13:12:47,2018-02-05 00:00:00,370.89,Loyal Customers,Loyality programs;Cross Sell,34151,3100,10982,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,3.0
MG,4,2018-02-07 09:50:16,2018-02-07 00:00:00,262.06,Loyal Customers,Loyality programs;Cross Sell,33568,29324,10982,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,2.0
GO,5,2017-11-24 09:15:49,2017-11-24 00:00:00,360.79,Loyal Customers,Loyality programs;Cross Sell,5869,87428,10982,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,2.0
SP,5,2018-01-05 14:14:30,2018-01-05 00:00:00,153.35,Loyal Customers,Loyality programs;Cross Sell,34221,5713,10982,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,2.0
RJ,4,2018-01-15 10:45:12,2018-01-15 00:00:00,194.99,Loyal Customers,Loyality programs;Cross Sell,25227,4420,29422,Marshmallow Toppings,ice cream toppings,snacks,ice cream toppings,2.0
GO,3,2017-12-12 12:23:11,2017-12-12 00:00:00,295.03,Loyal Customers,Loyality programs;Cross Sell,23273,81494,29422,Marshmallow Toppings,ice cream toppings,snacks,ice cream toppings,1.0
MT,5,2018-01-16 20:24:03,2018-01-16 00:00:00,341.36,Loyal Customers,Loyality programs;Cross Sell,41111,32684,29422,Marshmallow Toppings,ice cream toppings,snacks,ice cream toppings,3.0
SC,5,2017-11-25 01:17:19,2017-11-25 00:00:00,437.4,Loyal Customers,Loyality programs;Cross Sell,37845,34953,23188,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,2.0
SP,5,2017-09-14 14:24:04,2017-09-14 00:00:00,250.21,Loyal Customers,Loyality programs;Cross Sell,6507,40832,23188,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,2.0
SP,5,2018-01-06 09:54:49,2018-01-06 00:00:00,926.86,Loyal Customers,Loyality programs;Cross Sell,24245,42418,9912,Dark Chocolate Banana Dipper With Almonds,frozen produce,frozen,frozen produce,4.0
SP,5,2018-07-04 16:36:37,2018-07-04 00:00:00,203.11,Loyal Customers,Loyality programs;Cross Sell,592,93163,31817,Chicken Fajitas,frozen meals,frozen,frozen meals,3.0
RJ,1,2017-03-18 21:58:38,2017-03-18 00:00:00,251.73,Loyal Customers,Loyality programs;Cross Sell,30544,85799,19849,Mystic Mango Kombucha,Candy Club,beverages,Candy Club,2.0
SP,5,2017-07-06 18:39:08,2017-07-06 00:00:00,277.27,Loyal Customers,Loyality programs;Cross Sell,8870,3913,19849,Mystic Mango Kombucha,Candy Club,beverages,Candy Club,6.0
SP,3,2017-06-07 07:29:40,2017-06-07 00:00:00,298.58,Loyal Customers,Loyality programs;Cross Sell,32375,29965,19849,Mystic Mango Kombucha,Candy Club,beverages,Candy Club,4.0
SP,5,2018-01-20 13:16:10,2018-01-20 00:00:00,272.91,Loyal Customers,Loyality programs;Cross Sell,25784,14211,8183,Mocha Cream Cake,bakery desserts,bakery,bakery desserts,0.0
BA,4,2017-11-22 20:11:45,2017-11-22 00:00:00,390.71,Loyal Customers,Loyality programs;Cross Sell,4271,50463,17430,Early Pregnancy Test,FitSnack,other,FitSnack,0.0
BA,5,2017-08-31 17:46:40,2017-08-31 00:00:00,386.49,Loyal Customers,Loyality programs;Cross Sell,38272,998,17430,Early Pregnancy Test,FitSnack,other,FitSnack,3.0
SP,1,2018-02-23 14:21:10,2018-02-23 00:00:00,371.22,Loyal Customers,Loyality programs;Cross Sell,32713,85413,26054,April Fresh™ Fabric Softener Dryer sheets 105 count  Fabric Enhancers,laundry,household,laundry,4.0
PA,5,2018-01-08 11:53:35,2018-01-08 00:00:00,390.8,Loyal Customers,Loyality programs;Cross Sell,5254,70554,1869,Morning Sun Fabric Softener,laundry,household,laundry,0.0
SP,5,2018-04-20 00:23:34,2018-04-20 00:00:00,396.08,Loyal Customers,Loyality programs;Cross Sell,32344,34605,10532,Two Brothers French Country Ale,Snakku,alcohol,Snakku,2.0
SP,5,2017-07-09 15:40:45,2017-07-09 00:00:00,396.08,Loyal Customers,Loyality programs;Cross Sell,32344,27245,186,Fresh Scent Dishwasher Detergent with Dawn,dish detergents,household,dish detergents,2.0
RJ,4,2017-10-10 10:55:57,2017-10-10 00:00:00,276.93,Loyal Customers,Loyality programs;Cross Sell,35423,88253,9483,Perfumes,candy chocolate,snacks,Perfumes,6.0
RJ,5,2017-03-03 14:24:08,2017-03-03 00:00:00,341.62000000000006,Loyal Customers,Loyality programs;Cross Sell,9798,76735,22455,Deluxe Grahams,cookies cakes,snacks,cookies cakes,2.0
RJ,4,2017-10-04 12:44:31,2017-10-04 00:00:00,341.62000000000006,Loyal Customers,Loyality programs;Cross Sell,9798,21050,14252,Coke Zero Diet Soda,soft drinks,beverages,soft drinks,2.0
RJ,5,2018-02-04 17:11:27,2018-02-04 00:00:00,427.66,Loyal Customers,Loyality programs;Cross Sell,27750,89409,20832,"Potato Chips, Original Lightly Salted",chips pretzels,snacks,chips pretzels,2.0
RJ,5,2018-02-04 17:11:27,2018-02-04 00:00:00,427.66,Loyal Customers,Loyality programs;Cross Sell,27750,89409,15128,Apricot from Concentrate Nectar,juice nectars,beverages,juice nectars,2.0
RJ,4,2017-05-24 16:08:55,2017-05-24 00:00:00,427.66,Loyal Customers,Loyality programs;Cross Sell,27750,8376,24040,Beef Flavor Dog Snacks,dog food care,pets,dog food care,2.0
RJ,5,2018-07-18 11:36:56,2018-07-18 00:00:00,208.54,Loyal Customers,Loyality programs;Cross Sell,1341,93676,3103,Special Edition Hershey's Cookies 'n' Creme Cookies,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,2.0
SP,4,2018-05-07 13:27:18,2018-05-07 00:00:00,332.69000000000005,Loyal Customers,Loyality programs;Cross Sell,20322,41767,20559,Manuka Honey on the Go Packets,Love with food,pantry,Love with food,4.0
CE,4,2017-04-24 14:10:56,2017-04-24 00:00:00,323.15,Loyal Customers,Loyality programs;Cross Sell,27007,86513,9925,"Skin Renew Miracle Skin Perfector BB Cream: Daily Anti-Aging, Light/Medium",facial care,personal care,facial care,2.0
RS,5,2017-03-18 19:16:27,2017-03-18 00:00:00,2425.9,Loyal Customers,Loyality programs;Cross Sell,25969,51918,9925,"Skin Renew Miracle Skin Perfector BB Cream: Daily Anti-Aging, Light/Medium",facial care,personal care,facial care,2.0
SP,4,2018-08-22 11:04:45,2018-08-22 00:00:00,242.22,Loyal Customers,Loyality programs;Cross Sell,5129,75781,5641,Cinnamon Cardamon And Ginger Cultured Butter,butter,dairy eggs,butter,3.0
ES,3,2018-01-04 13:23:57,2018-01-04 00:00:00,528.8,Loyal Customers,Loyality programs;Cross Sell,7629,41025,16743,Apple Macbook,ice cream ice,frozen,Apple Macbook,2.0
ES,5,2017-08-11 11:14:32,2017-08-11 00:00:00,528.8,Loyal Customers,Loyality programs;Cross Sell,7629,11407,29895,California Pinot Noir Red Wine,missing,missing,Hand Luggage,2.0
RJ,5,2017-07-29 02:05:15,2017-07-29 00:00:00,281.19000000000005,Loyal Customers,Loyality programs;Cross Sell,25330,24613,19435,Cleansing Cloths,paper goods,household,paper goods,2.0
MG,3,2018-05-15 12:23:49,2018-05-15 00:00:00,254.69,Loyal Customers,Loyality programs;Cross Sell,16029,93627,26182,Blue Corn & Red Lentil Protein MultiGrain & Seed Chips,chips pretzels,snacks,chips pretzels,6.0
SP,5,2018-08-02 16:17:20,2018-08-02 00:00:00,209.85,Loyal Customers,Loyality programs;Cross Sell,14110,87455,26182,Blue Corn & Red Lentil Protein MultiGrain & Seed Chips,chips pretzels,snacks,chips pretzels,4.0
RJ,4,2017-12-02 15:52:58,2017-12-02 00:00:00,426.90000000000015,Loyal Customers,Loyality programs;Cross Sell,668,85167,7825,Perfumes,candy chocolate,snacks,Perfumes,2.0
GO,5,2018-06-20 20:50:25,2018-06-20 00:00:00,387.09,Loyal Customers,Loyality programs;Cross Sell,4984,56927,18646,Real Peanut Butter Cookies,cookies cakes,snacks,cookies cakes,2.0
GO,1,2017-12-31 14:52:35,2017-12-31 00:00:00,387.09,Loyal Customers,Loyality programs;Cross Sell,4984,87842,8547,Roasted Pepper Bruschetta,pickled goods olives,pantry,pickled goods olives,2.0
MG,5,2018-03-07 10:07:39,2018-03-07 00:00:00,223.25,Loyal Customers,Loyality programs;Cross Sell,41195,56481,24845,"Popcorn, Artisan, Simply Sea Salt",popcorn jerky,snacks,popcorn jerky,1.0
BA,4,2017-07-17 07:04:07,2017-07-17 00:00:00,491.4,Loyal Customers,Loyality programs;Cross Sell,37677,53538,24586,Cinnamon Sugar Free Gum with Xylitol,mint gum,snacks,mint gum,4.0
MG,1,2017-02-21 08:00:44,2017-02-21 00:00:00,245.47,Loyal Customers,Loyality programs;Cross Sell,22622,53747,4690,Lamb Breast Riblets,meat counter,meat seafood,meat counter,0.0
SP,3,2018-01-24 12:52:59,2018-01-24 00:00:00,399.73,Loyal Customers,Loyality programs;Cross Sell,34567,52789,6380,Everyday Coconut Hydrating Conditioner,hair care,personal care,hair care,6.0
SC,1,2018-03-10 08:28:02,2018-03-10 00:00:00,395.79,Loyal Customers,Loyality programs;Cross Sell,29476,53900,3809,California Pinot Noir Red Wine,missing,missing,Hand Luggage,4.0
RJ,3,2018-06-22 16:08:01,2018-06-22 00:00:00,155.7,Loyal Customers,Loyality programs;Cross Sell,9712,33058,10436,"Granola, Original Honey",granola,breakfast,granola,2.0
RJ,4,2018-06-19 10:33:38,2018-06-19 00:00:00,155.7,Loyal Customers,Loyality programs;Cross Sell,9712,58848,27528,Nacho Cheese Taco Shells,latino foods,international,latino foods,2.0
SP,4,2017-09-15 00:22:32,2017-09-15 00:00:00,177.49,Loyal Customers,Loyality programs;Cross Sell,40662,81745,5554,Noni Liquid Supplement,vitamins supplements,personal care,vitamins supplements,1.0
PR,5,2017-05-21 07:59:38,2017-05-21 00:00:00,342.26,Loyal Customers,Loyality programs;Cross Sell,26680,27854,23608,Chicken Fettuccine Alfredo Home Style Meals,frozen meals,frozen,frozen meals,0.0
MG,4,2017-03-18 15:59:08,2017-03-18 00:00:00,204.51,Loyal Customers,Loyality programs;Cross Sell,12699,37106,23608,Chicken Fettuccine Alfredo Home Style Meals,frozen meals,frozen,frozen meals,0.0
PR,1,2017-03-21 11:59:10,2017-03-21 00:00:00,175.21,Loyal Customers,Loyality programs;Cross Sell,38203,45112,23608,Chicken Fettuccine Alfredo Home Style Meals,frozen meals,frozen,frozen meals,0.0
RJ,5,2017-06-17 22:38:23,2017-06-17 00:00:00,248.04,Loyal Customers,Loyality programs;Cross Sell,25779,67710,23608,Chicken Fettuccine Alfredo Home Style Meals,frozen meals,frozen,frozen meals,0.0
MG,4,2017-06-28 21:13:32,2017-06-28 00:00:00,428.83,Loyal Customers,Loyality programs;Cross Sell,34496,87224,23608,Chicken Fettuccine Alfredo Home Style Meals,frozen meals,frozen,frozen meals,3.0
SP,4,2017-11-18 14:03:00,2017-11-18 00:00:00,333.38,Loyal Customers,Loyality programs;Cross Sell,41410,54953,7148,Pure Cornstarch Baby Powder,baby bath body care,babies,baby bath body care,3.0
SP,1,2017-11-29 12:24:41,2017-11-29 00:00:00,394.19,Loyal Customers,Loyality programs;Cross Sell,12581,54071,19217,Original Nasal Strips,KetoKrate,personal care,KetoKrate,4.0
PR,4,2018-06-20 09:29:24,2018-06-20 00:00:00,175.21,Loyal Customers,Loyality programs;Cross Sell,38203,31503,28520,DairyPure Fat Free Milk,milk,dairy eggs,milk,0.0
ES,5,2018-04-05 13:12:34,2018-04-05 00:00:00,267.54999999999995,Loyal Customers,Loyality programs;Cross Sell,28139,54289,3050,Cut Crystal 7 inch Plastic Plates,plates bowls cups flatware,household,plates bowls cups flatware,0.0
SP,5,2018-02-25 02:10:33,2018-02-25 00:00:00,403.6,Loyal Customers,Loyality programs;Cross Sell,16556,83997,24128,Apple Macbook,ice cream ice,frozen,Apple Macbook,1.0
ES,5,2017-10-25 15:04:49,2017-10-25 00:00:00,267.54999999999995,Loyal Customers,Loyality programs;Cross Sell,28139,55130,29363,Cinnamon Cereal,cereal,breakfast,cereal,0.0
SP,5,2017-12-19 00:43:44,2017-12-19 00:00:00,228.51,Loyal Customers,Loyality programs;Cross Sell,3625,85262,29363,Cinnamon Cereal,cereal,breakfast,cereal,6.0
SP,5,2018-04-09 22:15:15,2018-04-09 00:00:00,351.89,Loyal Customers,Loyality programs;Cross Sell,4267,96641,16661,Chipotle Pepper Hummus Wrap,KetoKrate,deli,KetoKrate,1.0
SP,5,2018-06-11 14:00:51,2018-06-11 00:00:00,221.57,Loyal Customers,Loyality programs;Cross Sell,8459,67380,16637,Earl Grey Tea Decaffeinated,tea,beverages,tea,2.0
MG,5,2018-07-24 10:05:51,2018-07-24 00:00:00,246.22,Loyal Customers,Loyality programs;Cross Sell,20964,62291,16637,Earl Grey Tea Decaffeinated,tea,beverages,tea,6.0
RJ,5,2017-05-10 10:39:56,2017-05-10 00:00:00,248.04,Loyal Customers,Loyality programs;Cross Sell,25779,41635,27143,Spicy Three Pepper Hummus,fresh dips tapenades,deli,fresh dips tapenades,0.0
SP,5,2018-07-29 19:26:18,2018-07-29 00:00:00,217.55,Loyal Customers,Loyality programs;Cross Sell,27831,13478,5241,Gluten Free Uncured Bacon Breakfast Burrito,frozen breakfast,frozen,frozen breakfast,6.0
BA,5,2017-11-24 00:36:07,2017-11-24 00:00:00,210.35,Loyal Customers,Loyality programs;Cross Sell,28191,59208,25605,Variety Pack Splash Water Beverage,water seltzer sparkling water,beverages,water seltzer sparkling water,4.0
MG,3,2017-07-05 08:48:20,2017-07-05 00:00:00,428.83,Loyal Customers,Loyality programs;Cross Sell,34496,48529,31220,Outlast Antiperspirant/Deodorant Clear Gel Unscented,deodorants,personal care,deodorants,3.0
