,tsne-2d-one,tsne-2d-two,cluster
5874,7.7503138,-2.676347,4.0
5875,4.507545,5.4311485,4.0
5876,-6.456934,19.743042,6.0
5877,-5.9654613,20.892076,6.0
5878,4.0546446,-22.195341,11.0
5879,2.0404415,-24.493551,11.0
5880,10.028702,6.5602045,4.0
5881,-5.705516,0.8107417,11.0
5882,3.9651852,-4.23881,4.0
5883,-0.46223792,11.205489,2.0
5884,14.410133,3.8943934,4.0
5885,-13.560403,6.8314137,9.0
5886,7.6313586,-22.55026,11.0
5887,-17.387945,15.905365,5.0
5888,24.762207,0.074879676,0.0
5889,-5.60033,-1.3557922,1.0
5890,-8.221579,-20.3553,8.0
5891,-17.864527,-8.673245,1.0
5892,6.0933256,7.158476,4.0
5893,-0.27317223,-8.19284,3.0
5894,10.686111,-4.741405,4.0
5895,-5.4149127,22.428835,6.0
5896,-20.57297,2.9058049,6.0
5897,8.895048,0.4928854,4.0
5898,-10.518856,-3.699184,1.0
5899,11.399967,-2.210668,4.0
5900,1.1889884,-6.0920653,3.0
5901,-3.1881652,-22.413803,11.0
5902,-3.5878901,-10.634509,3.0
5903,10.623072,2.4843216,4.0
5904,3.9620366,-11.078349,3.0
5905,-0.3283951,12.6846075,2.0
5906,-9.111125,0.0990549,6.0
5907,-17.463203,14.398042,5.0
5908,-12.795526,-5.2372804,1.0
5909,-4.2073746,19.110172,6.0
5910,9.652452,-1.2932768,4.0
5911,-4.5859885,19.358776,6.0
5912,-8.863143,-11.77515,3.0
5913,-3.9006052,7.714148,1.0
5914,-8.338359,-3.509551,1.0
5915,5.8828444,-5.7991915,4.0
5916,21.892958,-6.2378974,0.0
5917,-10.82882,7.0703115,9.0
5918,-17.335611,-11.999385,1.0
5919,-3.6108902,19.802696,6.0
5920,3.055808,7.2078075,4.0
5921,11.70319,-8.047332,4.0
5922,-0.5834612,-17.946148,0.0
5923,-0.27833065,-8.932806,3.0
5924,-18.477232,14.200927,5.0
5925,-7.8142757,-3.8537292,1.0
5926,-18.818577,-7.0095687,1.0
5927,5.7212253,-23.957075,11.0
5928,2.3792205,23.674892,7.0
5929,-15.015235,-4.767721,1.0
5930,16.362003,10.594366,4.0
5931,-9.658822,-18.409237,8.0
5932,-4.2572246,10.784822,2.0
5933,-8.220705,15.2997875,6.0
5934,-9.294026,6.009118,5.0
5935,-11.395737,-1.0612625,1.0
5936,9.554605,10.9381,3.0
5937,-8.168686,-5.093007,1.0
5938,1.6508958,31.274143,10.0
5939,-3.5909545,21.344175,6.0
5940,-19.332672,10.737258,5.0
5941,-16.667921,-9.504878,1.0
5942,13.84408,4.8153987,4.0
5943,6.780767,-14.084106,4.0
5944,20.28196,3.5882533,0.0
5945,-12.628716,6.084655,9.0
5946,-5.199074,-19.840206,8.0
5947,-1.4888926,11.482572,2.0
5948,-0.1347429,-23.899656,11.0
5949,2.9114566,-7.913208,3.0
5950,14.560953,-13.463363,3.0
5951,16.704853,-13.195323,3.0
5952,-9.477045,-3.4559934,1.0
5953,0.9355534,-9.349327,3.0
5954,-1.2857462,10.107227,2.0
5955,6.649753,-4.4105225,4.0
5956,-13.3269205,-6.1947417,1.0
5957,23.596743,1.3238404,0.0
5958,5.6375513,7.901543,4.0
5959,3.4252713,-22.264814,11.0
5960,-5.7752113,23.068811,6.0
5961,9.672203,-13.382123,3.0
5962,-5.918864,21.48829,6.0
5963,-8.056498,19.129042,6.0
5964,2.0229318,-21.8725,11.0
5965,13.593676,2.4551182,4.0
5966,5.587324,-3.111189,4.0
5967,-17.450363,-11.216871,1.0
5968,8.913342,-14.679157,3.0
5969,-20.520605,2.9416685,9.0
5970,14.654514,18.736814,7.0
5971,8.927289,3.7126813,4.0
5972,-4.7519674,22.45135,6.0
5973,-1.7772106,13.017397,2.0
5974,6.248384,18.123337,7.0
5975,15.790349,-10.961065,3.0
5976,-12.46611,-5.896119,1.0
5977,5.9533734,3.5244107,4.0
5978,4.2065315,-12.96707,3.0
5979,16.76428,-13.214185,3.0
5980,5.3924212,-22.625813,11.0
5981,-20.251842,2.397148,6.0
5982,-15.029903,21.706602,9.0
5983,8.868489,-22.141006,11.0
5984,19.894398,-7.551567,0.0
5985,-8.197286,-13.118882,3.0
5986,-20.7535,6.3444457,6.0
5987,13.807964,1.2250651,4.0
5988,21.544472,-0.6768017,0.0
5989,4.4490685,-25.57388,11.0
5990,4.5230603,6.4348097,4.0
5991,-13.4138,-3.9067812,1.0
5992,-8.633418,14.992147,6.0
5993,22.749914,-3.9331534,0.0
5994,7.06204,18.862217,7.0
5995,-10.237163,-1.853655,1.0
5996,22.605194,0.55332303,0.0
5997,-21.585709,-8.925147,1.0
5998,0.70516264,29.346676,10.0
5999,0.18019341,29.96596,10.0
6000,-7.824886,0.8310455,1.0
6001,-8.70602,-18.105993,8.0
6002,16.179876,-11.977748,3.0
6003,-6.9055758,-6.339284,1.0
6004,2.1766202,16.25023,7.0
6005,1.0497838,15.389851,7.0
6006,-2.4311254,4.94258,3.0
6007,0.48793983,17.490402,7.0
6008,16.811855,2.3183787,0.0
6009,-16.838463,-12.046029,1.0
6010,10.412672,-4.0871906,4.0
6011,-0.16523246,-3.160943,0.0
6012,15.394895,-13.336401,3.0
6013,-0.21269478,-3.257804,3.0
6014,6.392897,2.904624,4.0
6015,1.5107749,21.78313,7.0
6016,-2.3655188,12.417749,2.0
6017,14.828505,-9.239004,3.0
6018,8.1592865,-0.11838293,4.0
6019,-3.235111,20.950008,6.0
6020,-16.736881,-5.2012057,1.0
6021,-1.9946294,10.858168,2.0
6022,5.892573,-13.734215,3.0
6023,21.57761,-3.609628,0.0
6024,1.9251419,-8.378933,3.0
6025,8.926298,-2.0425541,4.0
6026,-13.26499,-1.6608448,1.0
6027,11.966381,-3.6941674,4.0
6028,0.9748276,-24.929193,11.0
6029,4.100335,-12.934072,3.0
6030,-17.090654,-10.9761505,1.0
6031,8.357183,-23.610718,11.0
6032,11.905421,5.593234,4.0
6033,-7.812855,-2.0403132,1.0
6034,24.616974,-1.1179446,0.0
6035,-14.454147,22.311852,9.0
6036,15.183768,-12.256352,3.0
6037,-3.536835,-20.604383,8.0
6038,-0.0064199045,15.387799,9.0
6039,24.25226,-0.52112246,0.0
6040,-16.250097,14.537167,5.0
6041,2.89965,-14.12312,3.0
6042,-20.22195,5.691982,6.0
6043,11.154743,-16.83938,3.0
6044,-10.966084,-8.572753,1.0
6045,21.227974,-0.8397041,0.0
6046,-19.4545,6.332754,6.0
6047,-15.119747,13.651677,5.0
6048,11.682288,-1.8141354,4.0
6049,24.678736,-1.9857078,0.0
6050,11.67857,-3.5584497,4.0
6051,-18.026,12.266707,5.0
6052,3.0331092,-20.31979,11.0
6053,-0.023002675,28.343554,10.0
6054,-7.4283285,4.6554003,6.0
6055,-15.734322,-12.665981,1.0
6056,9.78809,-15.919395,11.0
6057,16.750822,11.413422,4.0
6058,5.0169373,-27.23297,11.0
6059,-14.208508,-2.0830772,1.0
6060,6.8312783,14.002694,7.0
6061,0.1266439,29.194042,10.0
6062,-19.700827,11.483899,5.0
6063,3.5747035,-13.249004,3.0
6064,-4.292965,22.490587,6.0
6065,-18.629208,-10.116009,1.0
6066,-1.5704216,13.897644,2.0
6067,-5.982327,8.602339,9.0
6068,1.0010781,17.44223,7.0
6069,6.0989842,-25.722878,11.0
6070,-4.048231,17.74642,6.0
6071,-17.889544,-6.6875772,1.0
6072,-8.820451,-19.372242,8.0
6073,-1.769376,10.567993,2.0
6074,20.061045,-2.2214122,0.0
6075,8.411919,-12.4933,3.0
6076,9.713368,-22.642223,11.0
6077,21.249222,-3.0691776,0.0
6078,16.843668,-4.848883,0.0
6079,-13.218494,6.039318,9.0
6080,-4.4350863,-12.825895,8.0
6081,5.036875,1.7949357,4.0
6082,-12.412879,-1.4855382,1.0
6083,-15.855635,13.2112255,5.0
6084,23.342257,4.180254,0.0
6085,2.3261905,28.081808,10.0
6086,-19.825361,12.101971,5.0
6087,-10.219865,10.663609,6.0
6088,-0.5822226,30.772322,10.0
6089,-14.505641,21.902246,9.0
6090,-4.8522615,-6.6233335,1.0
6091,16.857962,0.9704362,4.0
6092,-19.699533,-10.375398,1.0
6093,13.590282,-9.382942,3.0
6094,2.6007931,22.3306,7.0
6095,-8.650893,4.2741055,9.0
6096,5.226877,-23.099735,11.0
6097,9.299369,-2.1720512,4.0
6098,9.528424,-14.122137,3.0
6099,2.1938217,28.492683,10.0
6100,-2.3979676,4.992961,3.0
6101,16.925165,-11.2310705,3.0
6102,10.548384,-5.1724715,4.0
6103,-1.2724038,-12.605167,11.0
6104,-11.406571,14.524863,6.0
6105,-6.4066305,-2.790471,1.0
6106,10.749432,-4.840663,4.0
6107,0.36671585,-2.2303321,4.0
6108,0.045858506,-2.4481382,11.0
6109,5.8727484,1.8881804,4.0
6110,21.426586,0.37223932,0.0
6111,9.2964,-5.8582134,4.0
6112,-1.2633545,10.495199,2.0
6113,-0.09238597,-8.698605,3.0
6114,-0.40729532,-9.556441,3.0
6115,-10.042178,-5.990037,1.0
6116,7.3697224,14.961835,7.0
6117,-5.995193,21.115774,6.0
6118,-16.177767,20.508204,9.0
6119,0.7648712,-7.645554,3.0
6120,-5.940904,-15.761628,8.0
6121,-3.3352263,11.414528,2.0
6122,7.3165655,-24.585709,11.0
6123,-2.6693676,-3.1514752,3.0
6124,12.354524,-3.3199313,4.0
6125,-6.6818795,0.21793239,1.0
6126,12.983404,2.3690777,4.0
6127,16.66393,17.855122,7.0
6128,8.589995,20.178204,7.0
6129,-2.326072,-7.541443,3.0
6130,-13.599368,4.873612,9.0
6131,10.457039,5.6411114,4.0
6132,0.1331707,29.49099,10.0
6133,5.7956824,-19.166838,11.0
6134,0.8536025,-7.6415896,3.0
6135,15.842687,10.842788,4.0
6136,9.798638,-4.344124,4.0
6137,-2.990745,11.80042,2.0
6138,4.882836,16.683977,7.0
6139,9.201594,-14.40738,3.0
6140,2.578942,-17.903833,11.0
6141,0.1665084,29.275753,10.0
6142,1.6197627,-5.0648403,4.0
6143,-10.91278,6.918959,9.0
6144,10.220499,-0.5176463,4.0
6145,4.51783,-10.477906,3.0
6146,-11.128345,-1.6178246,1.0
6147,7.2047224,3.2842772,4.0
6148,2.9603138,-4.988312,4.0
6149,7.371953,-19.219498,11.0
6150,-8.804294,-4.8126473,1.0
6151,1.7683845,28.401358,10.0
6152,3.612109,-21.406454,11.0
6153,-1.089753,8.040829,2.0
6154,-18.414772,-10.575138,1.0
6155,-8.009421,-20.971416,8.0
6156,-8.11552,-6.0239897,1.0
6157,-12.882889,5.015257,9.0
6158,6.171382,-3.6547403,4.0
6159,8.360889,1.141525,4.0
6160,14.942939,-9.999711,3.0
6161,1.0234443,-17.190193,8.0
6162,-16.542393,-6.921402,1.0
6163,5.828205,12.000817,7.0
6164,0.65623003,6.38769,11.0
6165,-17.421347,-7.998514,1.0
6166,7.5593977,-24.450142,11.0
6167,-1.083538,11.301475,2.0
6168,15.131729,19.12831,7.0
6169,-15.099361,22.223644,9.0
6170,8.468183,-6.371691,4.0
6171,1.7550966,-18.776283,11.0
6172,-2.9090486,20.315798,6.0
6173,5.9320126,16.816042,7.0
6174,24.082443,-2.0087686,0.0
6175,-18.265388,-9.913667,1.0
6176,0.5281097,14.09488,7.0
6177,0.41398817,-7.629324,3.0
6178,5.3649764,-2.7639055,4.0
6179,4.495217,-26.166574,11.0
6180,3.7197015,-2.7768223,4.0
6181,0.3018005,9.496866,2.0
6182,4.531817,7.2771277,4.0
6183,-6.122333,-3.0111973,1.0
6184,0.76699376,4.5865836,3.0
6185,-18.556538,13.629604,5.0
6186,2.786882,-14.109637,3.0
6187,-1.8955685,1.3776015,4.0
6188,5.7440553,-13.413811,3.0
6189,7.908029,2.5861855,4.0
6190,24.49635,0.9607855,0.0
6191,-6.4506288,10.622553,7.0
6192,6.0661173,4.8618684,4.0
6193,13.782846,0.621645,4.0
6194,0.52597034,30.360874,10.0
6195,14.75569,-9.251235,3.0
6196,6.0718246,17.636951,7.0
6197,-7.6812305,-20.456516,8.0
6198,3.4769704,-23.602327,11.0
6199,3.4522164,-22.99124,11.0
6200,-0.6034119,12.145788,2.0
6201,3.460155,-22.025833,11.0
6202,10.48656,15.934246,7.0
6203,17.24398,-1.3631085,0.0
6204,-8.6642885,-10.168507,3.0
6205,-16.51957,24.499727,9.0
6206,-9.566321,-11.6129675,3.0
6207,-12.879417,-5.2217727,1.0
6208,-6.579553,21.03913,6.0
6209,-10.672478,-12.567935,3.0
6210,-16.062538,2.8832319,3.0
6211,-17.408806,12.151218,5.0
6212,-5.0354776,19.12472,6.0
6213,10.685303,-16.080032,3.0
6214,17.070532,-11.452805,3.0
6215,-0.7152838,15.975391,6.0
6216,-16.9845,21.306307,9.0
6217,4.2729135,-12.2496195,3.0
6218,-16.174395,21.291027,9.0
6219,-15.58217,-4.9000373,1.0
6220,16.747498,-3.3079455,0.0
6221,18.137012,-3.0231688,0.0
6222,15.346222,17.693089,7.0
6223,-6.539831,5.944071,1.0
6224,-3.2954595,13.083962,2.0
6225,4.7030344,0.47051573,4.0
6226,6.3362803,20.23275,7.0
6227,5.412081,-27.506844,11.0
6228,-7.1173325,14.582807,6.0
6229,-16.588879,-3.290881,1.0
6230,-14.158325,-0.49040908,1.0
6231,2.9310105,-23.92533,11.0
6232,21.215578,-3.0775692,0.0
6233,-19.88123,6.997802,6.0
6234,-5.7940893,21.783346,6.0
6235,-4.842101,-6.6373935,1.0
6236,-4.6652155,20.477688,6.0
6237,6.800245,16.506435,7.0
6238,-11.085913,8.484279,3.0
6239,9.065696,0.05054703,4.0
6240,-4.856392,-21.903967,8.0
6241,-4.6737504,2.1170018,3.0
6242,2.7382796,22.971363,7.0
6243,-12.7034855,-3.797495,1.0
6244,5.369031,18.458584,7.0
6245,3.3049846,-12.264053,3.0
6246,5.760195,18.366892,7.0
6247,-3.8469903,-7.970448,3.0
6248,15.585735,17.801102,7.0
6249,6.850079,-22.561207,11.0
6250,-6.3267303,-15.387472,8.0
6251,-6.0068965,21.195732,6.0
6252,7.505413,-14.481257,3.0
6253,-5.9594817,20.633657,6.0
6254,14.04637,-7.8666034,4.0
6255,-15.35648,11.020778,5.0
6256,-6.196219,-21.870913,8.0
6257,-16.921932,-9.942328,1.0
6258,-17.505058,-8.451682,1.0
6259,20.362368,-4.689302,0.0
6260,6.6982093,16.30735,7.0
6261,-2.3789,12.950413,2.0
6262,-14.005402,-4.7633624,1.0
6263,-7.4562845,-11.26582,3.0
6264,-13.247712,4.1498156,9.0
6265,-10.158113,-7.0939236,1.0
6266,3.4426067,-2.9777563,4.0
6267,-11.588115,-1.7856274,1.0
6268,-0.024045981,4.1678743,1.0
6269,-7.257259,8.387378,9.0
6270,-18.97104,-12.914232,1.0
6271,-5.380975,-22.664078,8.0
6272,3.29801,-13.143493,3.0
6273,-12.563977,19.717896,9.0
6274,-7.50499,19.372728,6.0
6275,-3.9098516,10.849078,2.0
6276,-14.576764,20.44242,9.0
6277,12.673457,-2.4786165,4.0
6278,-4.977943,4.957467,3.0
6279,0.1377076,-7.8128047,3.0
6280,-3.9938776,21.144567,6.0
6281,6.1690974,7.2161746,4.0
6282,-9.57006,3.3537972,9.0
6283,-5.881742,-16.26662,8.0
6284,5.6561217,6.5353904,4.0
6285,-16.142405,-12.224422,1.0
6286,0.40765426,28.72106,10.0
6287,-9.631726,-16.6107,3.0
6288,7.104111,8.257641,4.0
6289,9.730503,7.0689397,4.0
6290,-6.149334,7.730742,4.0
6291,16.898808,3.4368224,0.0
6292,2.4863167,-0.7823022,4.0
6293,-3.0358381,10.029456,2.0
6294,22.243025,0.2033585,0.0
6295,6.3756084,-22.284664,11.0
6296,11.731223,18.616434,7.0
6297,-6.8977523,1.8071705,1.0
6298,0.9341361,30.826862,10.0
6299,6.3101664,5.0302043,4.0
6300,-7.7101865,-16.675362,8.0
6301,-12.212998,-3.3877082,1.0
6302,20.611818,-4.8340316,0.0
6303,-8.279028,15.104707,6.0
6304,-11.459514,5.6894975,9.0
6305,6.7263055,17.463102,7.0
6306,21.678478,3.5304427,0.0
6307,-20.840757,12.029432,5.0
6308,0.49466473,-21.275366,11.0
6309,-17.528666,22.697956,9.0
6310,6.733344,-22.949116,11.0
6311,-11.986065,-4.4397683,1.0
6312,-15.582206,-7.7014103,1.0
6313,-3.7768035,9.994632,2.0
6314,24.412626,2.2746534,0.0
6315,5.11158,-4.180262,4.0
6316,-6.698027,9.984691,7.0
6317,-19.662584,2.7933834,9.0
6318,3.8337286,-13.806055,3.0
6319,6.1240964,12.926619,7.0
6320,-3.1114972,2.683514,4.0
6321,9.875699,-3.375452,4.0
6322,15.308677,17.95758,7.0
6323,-19.909855,12.24491,5.0
6324,11.874658,-6.1068273,4.0
6325,0.65343744,0.24726255,4.0
6326,16.15832,17.820187,7.0
6327,-13.916885,-5.460033,1.0
6328,10.822579,-21.974363,11.0
6329,-17.67171,14.8205,5.0
6330,16.833439,3.3808997,0.0
6331,5.05382,-22.564068,11.0
6332,-12.7473345,11.4473715,5.0
6333,7.7284064,-4.35675,4.0
6334,-12.284508,-2.6645627,1.0
6335,-2.1837718,11.852457,2.0
6336,5.900991,-12.024717,3.0
6337,-14.354651,23.330624,9.0
6338,6.8693037,-8.250081,4.0
6339,4.6160865,4.8074164,4.0
6340,-19.306633,-8.533414,1.0
6341,1.7567863,3.2033122,4.0
6342,-18.39693,-6.987908,1.0
6343,-0.45822334,31.055246,10.0
6344,16.464973,9.294238,0.0
6345,-1.8367078,-17.805027,8.0
6346,-4.563789,19.882088,6.0
6347,9.684685,2.7461302,4.0
6348,10.940003,-0.32498434,4.0
6349,16.773798,-0.89049566,0.0
6350,-12.0369425,6.4282465,9.0
6351,8.614689,-23.216936,11.0
6352,8.456044,-19.8902,11.0
6353,-4.230912,-2.395821,1.0
6354,0.98824877,8.838168,2.0
6355,1.5218719,28.221825,10.0
6356,5.4634347,6.71125,4.0
6357,11.359034,5.5333567,4.0
6358,-9.752728,6.3372145,9.0
6359,-17.422031,10.132418,5.0
6360,8.103158,19.447023,7.0
6361,-6.5689416,11.183203,6.0
6362,21.063774,-2.5592635,0.0
6363,12.729411,-4.079301,4.0
6364,2.2293813,-13.866987,3.0
6365,3.390178,-13.985291,3.0
6366,9.034554,-14.97589,3.0
6367,21.619316,-1.1816403,0.0
6368,9.192697,17.778824,7.0
6369,-20.413565,6.5816813,6.0
6370,-10.454156,0.2712881,1.0
6371,1.1365315,-7.156374,3.0
6372,-11.9937315,-4.4871273,1.0
6373,17.420494,1.8438097,0.0
6374,20.868673,-3.5446517,0.0
6375,-0.4186686,-6.6481996,3.0
6376,3.0831933,23.328995,7.0
6377,5.134168,-29.04345,11.0
6378,5.403742,13.179157,7.0
6379,10.418026,0.047490787,4.0
6380,-11.377182,7.535988,9.0
6381,-3.1113713,-18.804941,8.0
6382,8.376378,-0.09181532,4.0
6383,-7.423918,10.199966,6.0
6384,-12.618535,22.71317,9.0
6385,-10.79535,-18.550014,8.0
6386,9.831659,-15.745438,3.0
6387,14.818191,-9.421474,3.0
6388,7.5183635,-8.081768,4.0
6389,14.709044,-3.1043155,0.0
6390,-17.599968,-7.6627026,1.0
6391,-19.853996,6.4046726,6.0
6392,3.630603,-27.899632,11.0
6393,4.3930044,-13.660755,3.0
6394,-7.4046545,-7.912937,1.0
6395,-18.084383,-10.502713,1.0
6396,-13.266073,-5.063098,1.0
6397,-6.1437316,20.924614,6.0
6398,-4.2007976,-16.088842,8.0
6399,19.827143,-2.8853846,0.0
6400,2.8059983,-23.779705,11.0
6401,9.1783495,-3.2949471,4.0
6402,5.0408497,7.146979,4.0
6403,1.7037863,-23.336105,11.0
6404,16.312271,11.296277,4.0
6405,-9.553872,6.3471236,9.0
6406,-17.906527,-12.350466,1.0
6407,10.143456,-5.2828794,4.0
6408,6.3635073,-19.601238,11.0
6409,-13.356375,-3.888893,1.0
6410,17.270748,-12.571042,3.0
6411,0.4773098,29.502956,10.0
6412,3.9949276,-11.720564,3.0
6413,-7.8970366,-4.82148,1.0
6414,-15.40612,24.78275,9.0
6415,11.68476,0.40201846,4.0
6416,-5.620036,-1.0353931,1.0
6417,11.444371,-14.443711,3.0
6418,19.550762,2.0302591,0.0
6419,8.990079,-4.289942,4.0
6420,13.891708,6.6608086,4.0
6421,0.19809994,-23.673384,11.0
6422,-7.8014956,-20.324211,8.0
6423,4.357428,-24.656366,11.0
6424,-4.0530868,20.79766,6.0
6425,-1.7969999,-18.360683,8.0
6426,3.1610107,7.9153895,1.0
6427,-5.931859,-16.586851,8.0
6428,-18.883736,-4.8631716,1.0
6429,-9.042817,15.650402,6.0
6430,-18.410301,6.3992352,6.0
6431,2.7293239,-12.186843,3.0
6432,-7.162225,6.517868,1.0
6433,-5.847355,22.682396,6.0
6434,19.433134,-6.753634,0.0
6435,6.185078,1.987858,4.0
6436,-8.696081,-1.9661417,1.0
6437,8.6944895,2.0555024,4.0
6438,3.0752409,-17.955343,11.0
6439,8.915124,18.235931,7.0
6440,-13.069822,-15.742498,1.0
6441,-17.299213,22.812122,9.0
6442,24.028172,1.5501257,0.0
6443,3.8979049,16.189873,7.0
6444,3.0147288,-3.2431648,4.0
6445,3.564451,-11.632387,3.0
6446,-6.911886,-5.9894085,1.0
6447,-17.943195,-9.635567,1.0
6448,24.48108,-1.2923506,0.0
6449,0.99786454,15.946088,7.0
6450,8.835026,-14.891128,3.0
6451,2.88831,-12.289164,3.0
6452,4.1552467,-13.567296,3.0
6453,-18.405691,-11.495571,1.0
6454,-4.749072,11.546899,2.0
6455,15.821741,-12.554571,3.0
6456,5.6846104,17.086855,7.0
6457,-10.46917,4.7504835,9.0
6458,5.2486205,-13.1377125,3.0
6459,-10.563124,7.1052623,9.0
6460,-2.920279,12.806923,2.0
6461,3.9782283,2.898099,4.0
6462,-10.5224285,-12.444509,3.0
6463,7.7573986,13.498343,7.0
6464,-6.3488264,-8.650371,3.0
6465,7.6741652,4.395425,4.0
6466,-16.365852,22.397192,9.0
6467,-18.952875,-11.394465,1.0
6468,-7.372674,-20.634344,8.0
6469,-7.4501038,-7.6174083,1.0
6470,-3.3085284,-20.276106,8.0
6471,-11.112581,-4.1659446,1.0
6472,-6.269611,15.153657,6.0
6473,-17.721613,-7.8628607,1.0
6474,11.906962,0.4112192,4.0
6475,3.643987,-20.402473,11.0
6476,-5.040859,22.191387,6.0
6477,9.701106,-0.19072138,4.0
6478,17.788183,-3.0402653,0.0
6479,-17.380121,16.138449,7.0
6480,-4.5967865,22.471268,6.0
6481,2.8350358,0.0073433323,4.0
6482,23.50486,-3.8908637,0.0
6483,6.9441385,15.744077,7.0
6484,16.593124,11.978933,9.0
6485,5.812789,17.67912,7.0
6486,7.090477,0.69299144,4.0
6487,15.944337,8.877472,4.0
6488,-8.142193,-5.9187326,1.0
6489,2.8457394,-25.529503,11.0
6490,-7.638124,-18.339005,8.0
6491,-17.376684,9.604007,5.0
6492,-6.7379427,9.036739,1.0
6493,-10.341437,6.7965856,9.0
6494,-0.41064522,-9.943605,3.0
6495,-2.592458,4.5805883,6.0
6496,2.11647,-26.252329,11.0
6497,12.247167,-11.549236,3.0
6498,20.708704,-3.0980334,0.0
6499,-8.870478,-3.3537173,1.0
6500,-16.26288,13.349334,5.0
6501,-19.882385,7.2356343,6.0
6502,15.18851,-12.223138,3.0
6503,8.670988,16.076775,7.0
6504,-18.68741,13.456788,5.0
6505,1.6798949,22.014324,9.0
6506,-14.18436,21.28399,9.0
6507,12.883601,-4.062507,4.0
6508,-7.357772,9.432831,11.0
6509,-16.625229,-10.596521,1.0
6510,-6.886597,-15.915879,8.0
6511,-19.358816,-9.068363,1.0
6512,8.299353,-4.3327136,4.0
6513,1.3279574,-3.5931904,3.0
6514,-16.866272,13.570725,5.0
6515,-2.350026,4.9931216,2.0
6516,8.235402,-23.581932,11.0
6517,8.001771,-21.621712,11.0
6518,-7.9449334,-21.831394,8.0
6519,-20.147566,12.775548,5.0
6520,-20.159054,-9.833589,1.0
6521,5.590876,19.426119,7.0
6522,-17.208513,-6.326262,1.0
6523,-0.8063949,-7.009398,3.0
6524,-8.502973,-13.089534,3.0
6525,-0.40466744,-7.3284636,3.0
6526,2.3872533,7.2762036,0.0
6527,-19.715853,11.115568,5.0
6528,15.735103,18.387543,7.0
6529,-8.755082,-7.1988964,1.0
6530,11.841065,-1.8652177,4.0
6531,-18.458046,-11.373682,1.0
6532,11.294262,0.42725185,4.0
6533,6.0860276,-26.952314,11.0
6534,9.215877,-0.37771893,4.0
6535,15.904192,19.242065,7.0
6536,5.506561,-19.582197,11.0
6537,-4.6209035,20.198957,6.0
6538,4.467314,3.822707,4.0
6539,-11.945644,-5.4343743,1.0
6540,-6.0395346,-18.217701,8.0
6541,-5.2809997,-18.101238,8.0
6542,-11.660927,-7.7022643,1.0
6543,10.572292,-2.8427079,4.0
6544,13.119987,-5.0311217,4.0
6545,10.352066,16.10476,7.0
6546,-17.252897,-11.232431,1.0
6547,-10.471086,6.7516036,9.0
6548,16.179577,11.2949,4.0
6549,8.772189,-23.705498,11.0
6550,-17.17743,12.031267,5.0
6551,-9.8819,-1.6344957,1.0
6552,-16.803518,15.369041,5.0
6553,9.127349,4.983696,4.0
6554,10.689535,-22.281002,11.0
6555,-13.498668,-3.5631824,1.0
6556,5.6640515,-0.9865393,4.0
6557,-14.1781025,-8.83808,1.0
6558,-16.73536,22.997524,9.0
6559,11.163933,-14.739221,3.0
6560,-2.9040303,12.382247,2.0
6561,6.4861674,-1.4959546,4.0
6562,5.9219675,12.187087,7.0
6563,13.773057,2.4943871,4.0
6564,-1.5786471,13.013919,2.0
6565,6.616665,13.486598,7.0
6566,14.181589,-1.7153634,4.0
6567,-6.74577,-20.57285,8.0
6568,11.316716,-2.1619935,4.0
6569,7.0885787,15.521149,7.0
6570,-14.206354,23.844408,9.0
6571,19.207987,4.535697,0.0
6572,-17.22698,12.741396,5.0
6573,5.3569136,-25.029346,11.0
6574,3.4256978,-14.529702,3.0
6575,-5.7177744,-22.072432,8.0
6576,4.566137,-25.835938,11.0
6577,-14.42112,24.66056,9.0
6578,-3.0753484,19.544867,6.0
6579,-20.393183,3.393958,6.0
6580,9.223967,-0.1373172,4.0
6581,16.000978,-10.912937,3.0
6582,5.74884,-25.729618,11.0
6583,-10.00828,2.8417182,9.0
6584,-17.49768,12.119609,5.0
6585,4.0935354,-19.52169,11.0
6586,5.8159747,-4.438206,4.0
6587,8.499719,-25.01379,11.0
6588,-13.361912,6.911406,9.0
6589,-0.894957,-4.8337464,0.0
6590,4.982669,12.964202,9.0
6591,-10.034236,-6.5908,1.0
6592,-12.478654,-0.59314495,1.0
6593,-16.931942,23.918404,9.0
6594,-19.71248,7.1498904,6.0
6595,-10.096059,3.6196094,9.0
6596,-19.384779,10.459521,5.0
6597,0.96290934,-19.068682,11.0
6598,22.867846,-1.3122005,0.0
6599,-0.061487988,30.938583,10.0
6600,5.2798057,5.141291,4.0
6601,16.455406,0.21949711,0.0
6602,-17.41108,-2.579652,1.0
6603,-14.660119,23.36811,9.0
6604,24.260216,1.9079274,0.0
6605,-0.44203994,-16.239899,8.0
6606,0.8211796,0.60422426,4.0
6607,-10.710537,7.3235917,9.0
6608,5.311083,-23.260921,11.0
6609,-9.2985325,3.4219687,3.0
6610,4.750036,-14.899496,3.0
6611,10.395673,0.4306436,4.0
6612,-3.3971033,-1.0961958,3.0
6613,6.8706,-24.994114,11.0
6614,-16.539347,13.023517,5.0
6615,4.981151,-27.311113,11.0
6616,-5.264607,-12.8525915,3.0
6617,-17.217697,22.719614,9.0
6618,5.38946,-12.409827,3.0
6619,0.45994666,-0.21300486,0.0
6620,3.3003945,17.795818,7.0
6621,-7.0649805,9.312853,3.0
